,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Color,Order Date,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3245,3246,63,Female,Pants,Clothing,76,Kansas,Purple,11/2/2023,3.2,No,Next Day Air,No,No,20,Cash,Weekly
3246,3247,70,Female,Sneakers,Footwear,98,Michigan,Magenta,11/2/2023,2.9,No,Store Pickup,No,No,37,Cash,Monthly
3247,3248,53,Female,Gloves,Accessories,91,Arkansas,Teal,11/2/2023,3.7,No,Express,No,No,12,PayPal,Fortnightly
3248,3249,22,Female,T-shirt,Clothing,79,Pennsylvania,Teal,11/2/2023,4.2,No,Free Shipping,No,No,41,Bank Transfer,Quarterly
3249,3250,26,Female,Backpack,Accessories,83,Virginia,Pink,11/2/2023,3.4,No,Express,No,No,32,Credit Card,Quarterly
3250,3251,23,Female,Coat,Outerwear,90,Minnesota,Teal,11/2/2023,2.9,No,2-Day Shipping,No,No,15,Venmo,Weekly
3251,3252,25,Female,Coat,Outerwear,20,Nevada,Gold,11/2/2023,3.7,No,Standard,No,No,39,Venmo,Quarterly
3252,3253,69,Female,Sandals,Footwear,21,Montana,Brown,11/2/2023,2.7,No,Store Pickup,No,No,48,Credit Card,Fortnightly
3253,3254,36,Female,Backpack,Accessories,60,Nebraska,Brown,11/2/2023,3.2,No,2-Day Shipping,No,No,8,Venmo,Fortnightly
3254,3255,21,Female,Sweater,Clothing,31,Indiana,Magenta,11/2/2023,4.9,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
3255,3256,57,Female,Shorts,Clothing,40,New Jersey,Black,11/2/2023,2.8,No,Next Day Air,No,No,36,Bank Transfer,Monthly
3256,3257,60,Female,Sunglasses,Accessories,26,Wisconsin,Teal,11/2/2023,4.7,No,Free Shipping,No,No,50,Venmo,Every 3 Months
3257,3258,44,Female,Shirt,Clothing,98,Minnesota,Brown,11/2/2023,3.3,No,Express,No,No,39,Venmo,Every 3 Months
3258,3259,31,Female,Shoes,Footwear,51,New Jersey,Magenta,11/2/2023,4.3,No,Express,No,No,11,Credit Card,Bi-Weekly
3259,3260,57,Female,Hat,Accessories,95,Oklahoma,Indigo,11/2/2023,3.7,No,2-Day Shipping,No,No,5,Debit Card,Every 3 Months
3260,3261,39,Female,Scarf,Accessories,36,Wisconsin,Violet,11/2/2023,4.5,No,2-Day Shipping,No,No,7,Credit Card,Annually
3261,3262,48,Female,Belt,Accessories,52,Rhode Island,Cyan,11/2/2023,3.4,No,Store Pickup,No,No,50,Debit Card,Weekly
3262,3263,42,Female,T-shirt,Clothing,35,Indiana,Violet,11/2/2023,2.7,No,Standard,No,No,21,Cash,Every 3 Months
3263,3264,56,Female,Shorts,Clothing,68,Vermont,Black,11/3/2023,4.4,No,Express,No,No,31,Debit Card,Fortnightly
3264,3265,28,Female,Pants,Clothing,50,Maine,Charcoal,11/3/2023,4,No,Express,No,No,39,Cash,Bi-Weekly
3265,3266,40,Female,Sunglasses,Accessories,100,Alabama,White,11/3/2023,3.2,No,Express,No,No,28,Credit Card,Fortnightly
3266,3267,49,Female,Coat,Outerwear,74,Alabama,Gray,11/3/2023,4.2,No,Next Day Air,No,No,33,Bank Transfer,Weekly
3267,3268,37,Female,Hoodie,Clothing,45,Idaho,Pink,11/3/2023,3,No,Store Pickup,No,No,42,Credit Card,Quarterly
3268,3269,22,Female,Dress,Clothing,97,Arkansas,Cyan,11/3/2023,2.8,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months
3269,3270,27,Female,Blouse,Clothing,60,Ohio,Blue,11/3/2023,4.9,No,Express,No,No,25,Cash,Monthly
3270,3271,59,Female,Socks,Clothing,25,Illinois,Indigo,11/3/2023,4.7,No,Express,No,No,48,PayPal,Annually
3271,3272,35,Female,Socks,Clothing,55,Nevada,Magenta,11/3/2023,4.4,No,Standard,No,No,30,Credit Card,Weekly
3272,3273,58,Female,Shoes,Footwear,99,Texas,Lavender,11/4/2023,3.1,No,Next Day Air,No,No,34,PayPal,Quarterly
3273,3274,58,Female,Belt,Accessories,45,Nevada,Orange,11/4/2023,2.6,No,Free Shipping,No,No,34,PayPal,Every 3 Months
3274,3275,46,Female,Sweater,Clothing,20,Oklahoma,Cyan,11/4/2023,3.9,No,Store Pickup,No,No,14,Cash,Fortnightly
3275,3276,43,Female,Pants,Clothing,88,Alabama,Green,11/4/2023,2.6,No,2-Day Shipping,No,No,2,Debit Card,Weekly
3276,3277,39,Female,Scarf,Accessories,99,South Dakota,White,11/5/2023,4,No,Store Pickup,No,No,41,PayPal,Every 3 Months
3277,3278,59,Female,Skirt,Clothing,86,Texas,Blue,11/5/2023,4.9,No,Store Pickup,No,No,3,Credit Card,Monthly
3278,3279,59,Female,Dress,Clothing,70,Montana,Black,11/5/2023,3.3,No,2-Day Shipping,No,No,18,Bank Transfer,Weekly
3279,3280,59,Female,Hat,Accessories,50,Wyoming,Red,11/5/2023,3,No,Express,No,No,1,Debit Card,Fortnightly
3280,3281,45,Female,Handbag,Accessories,57,New York,Red,11/5/2023,2.7,No,Next Day Air,No,No,5,PayPal,Monthly
3281,3282,27,Female,Pants,Clothing,69,Oregon,Gold,11/5/2023,3.1,No,Free Shipping,No,No,41,Bank Transfer,Annually
3282,3283,24,Female,T-shirt,Clothing,94,California,Red,11/5/2023,4.8,No,Next Day Air,No,No,5,Credit Card,Monthly
3283,3284,47,Female,Jacket,Outerwear,24,North Carolina,Purple,11/5/2023,2.9,No,Express,No,No,10,Debit Card,Every 3 Months
3284,3285,70,Female,Scarf,Accessories,79,Kentucky,White,11/5/2023,4.5,No,2-Day Shipping,No,No,20,Venmo,Annually
3285,3286,58,Female,Hat,Accessories,31,Hawaii,Magenta,11/5/2023,4.6,No,Free Shipping,No,No,11,Cash,Weekly
3286,3287,45,Female,Jacket,Outerwear,67,Illinois,Pink,11/5/2023,5,No,Express,No,No,4,Venmo,Fortnightly
3287,3288,24,Female,Skirt,Clothing,63,West Virginia,Black,11/5/2023,4.3,No,2-Day Shipping,No,No,38,Credit Card,Weekly
3288,3289,67,Female,Handbag,Accessories,61,South Carolina,White,11/6/2023,4.9,No,Next Day Air,No,No,19,Credit Card,Bi-Weekly
3289,3290,31,Female,Backpack,Accessories,50,Montana,Maroon,11/6/2023,4,No,2-Day Shipping,No,No,16,Venmo,Every 3 Months
3290,3291,52,Female,Coat,Outerwear,82,North Dakota,Black,11/6/2023,3.1,No,Free Shipping,No,No,2,PayPal,Monthly
3291,3292,29,Female,Belt,Accessories,51,New Mexico,Olive,11/6/2023,2.6,No,2-Day Shipping,No,No,11,Cash,Monthly
3292,3293,62,Female,Handbag,Accessories,23,Missouri,Gray,11/6/2023,4.9,No,Standard,No,No,18,Bank Transfer,Fortnightly
3293,3294,19,Female,Coat,Outerwear,91,West Virginia,Gold,11/6/2023,3.5,No,2-Day Shipping,No,No,47,Credit Card,Fortnightly
3294,3295,62,Female,Sweater,Clothing,60,South Carolina,Magenta,11/6/2023,4.5,No,Store Pickup,No,No,15,Bank Transfer,Bi-Weekly
3295,3296,70,Female,Blouse,Clothing,34,West Virginia,Lavender,11/6/2023,2.8,No,Next Day Air,No,No,15,Cash,Weekly
3296,3297,20,Female,Blouse,Clothing,23,Alaska,Green,11/6/2023,4.2,No,Next Day Air,No,No,47,Venmo,Quarterly
3297,3298,67,Female,Belt,Accessories,82,West Virginia,Violet,11/6/2023,4.1,No,Free Shipping,No,No,47,PayPal,Monthly
3298,3299,65,Female,Jacket,Outerwear,73,New Mexico,Brown,11/6/2023,3.5,No,Express,No,No,6,Bank Transfer,Every 3 Months
3299,3300,45,Female,Shorts,Clothing,32,South Dakota,Teal,11/7/2023,4,No,2-Day Shipping,No,No,18,Venmo,Monthly
3300,3301,26,Female,Hat,Accessories,80,Oklahoma,Charcoal,11/7/2023,4,No,Express,No,No,40,Bank Transfer,Bi-Weekly
3301,3302,36,Female,Pants,Clothing,58,Oklahoma,Charcoal,11/7/2023,2.5,No,Free Shipping,No,No,31,Credit Card,Fortnightly
3302,3303,36,Female,Blouse,Clothing,82,Alabama,Beige,11/7/2023,4.2,No,Standard,No,No,31,Venmo,Bi-Weekly
3303,3304,20,Female,Belt,Accessories,60,Mississippi,Turquoise,11/7/2023,3.4,No,Next Day Air,No,No,4,Credit Card,Fortnightly
3304,3305,30,Female,Handbag,Accessories,79,Mississippi,Orange,11/7/2023,4.8,No,Next Day Air,No,No,36,Bank Transfer,Every 3 Months
3305,3306,34,Female,Hoodie,Clothing,41,Nebraska,Cyan,11/7/2023,4.9,No,Standard,No,No,31,PayPal,Bi-Weekly
3306,3307,63,Female,Jacket,Outerwear,39,Colorado,Orange,11/7/2023,3.6,No,Store Pickup,No,No,6,Venmo,Fortnightly
3307,3308,18,Female,Scarf,Accessories,36,Pennsylvania,Green,11/7/2023,4,No,Store Pickup,No,No,1,Cash,Monthly
3308,3309,55,Female,Jeans,Clothing,70,Utah,Pink,11/7/2023,2.6,No,Express,No,No,29,Cash,Monthly
3309,3310,48,Female,Handbag,Accessories,47,Massachusetts,Blue,11/7/2023,3.1,No,Store Pickup,No,No,19,PayPal,Monthly
3310,3311,45,Female,Jacket,Outerwear,27,Iowa,Pink,11/7/2023,3.6,No,Free Shipping,No,No,12,PayPal,Fortnightly
3311,3312,29,Female,Hat,Accessories,52,Florida,Blue,11/7/2023,4,No,Express,No,No,18,Bank Transfer,Annually
3312,3313,55,Female,Sneakers,Footwear,75,Louisiana,Black,11/8/2023,3.9,No,Next Day Air,No,No,45,Cash,Quarterly
3313,3314,55,Female,Hat,Accessories,30,Kansas,Black,11/8/2023,3.9,No,Express,No,No,45,Credit Card,Monthly
3314,3315,55,Female,Socks,Clothing,94,Kansas,Violet,11/8/2023,3.3,No,Standard,No,No,8,Credit Card,Quarterly
3315,3316,48,Female,Scarf,Accessories,68,Kentucky,Gold,11/8/2023,2.9,No,Standard,No,No,4,PayPal,Every 3 Months
3316,3317,42,Female,Socks,Clothing,45,New Mexico,Olive,11/8/2023,3.1,No,Free Shipping,No,No,5,Debit Card,Fortnightly
3317,3318,21,Female,Hat,Accessories,67,North Carolina,Pink,11/8/2023,4.7,No,Standard,No,No,30,Cash,Quarterly
3318,3319,45,Female,Jacket,Outerwear,46,North Dakota,Olive,11/8/2023,3.9,No,Free Shipping,No,No,15,PayPal,Monthly
3319,3320,23,Female,Shorts,Clothing,31,North Dakota,Indigo,11/8/2023,4.3,No,Next Day Air,No,No,17,Credit Card,Every 3 Months
3320,3321,66,Female,Blouse,Clothing,44,Illinois,Silver,11/8/2023,4.2,No,2-Day Shipping,No,No,45,Cash,Every 3 Months
3321,3322,32,Female,Coat,Outerwear,100,Maine,Charcoal,11/9/2023,4.3,No,Next Day Air,No,No,3,Venmo,Annually
3322,3323,52,Female,Sweater,Clothing,92,Indiana,Orange,11/9/2023,4.6,No,Next Day Air,No,No,43,PayPal,Weekly
3323,3324,54,Female,Handbag,Accessories,78,North Dakota,Yellow,11/9/2023,3.8,No,Free Shipping,No,No,4,Credit Card,Monthly
3324,3325,37,Female,T-shirt,Clothing,32,Missouri,Red,11/9/2023,3.3,No,Standard,No,No,41,Venmo,Weekly
3325,3326,29,Female,Sandals,Footwear,97,Alaska,Maroon,11/9/2023,3.7,No,2-Day Shipping,No,No,16,Venmo,Monthly
3326,3327,47,Female,Gloves,Accessories,95,North Dakota,Magenta,11/9/2023,4.3,No,Standard,No,No,10,Debit Card,Annually
3327,3328,47,Female,Shorts,Clothing,64,Connecticut,Black,11/9/2023,4.1,No,Express,No,No,2,Debit Card,Quarterly
3328,3329,42,Female,Sandals,Footwear,35,Wisconsin,Violet,11/9/2023,3.2,No,Free Shipping,No,No,11,Cash,Bi-Weekly
3329,3330,34,Female,Backpack,Accessories,54,New Jersey,Gray,11/9/2023,3.8,No,Express,No,No,1,Debit Card,Bi-Weekly
3330,3331,38,Female,Sneakers,Footwear,96,Missouri,Black,11/9/2023,3.2,No,2-Day Shipping,No,No,41,Bank Transfer,Quarterly
3331,3332,55,Female,Sunglasses,Accessories,58,California,Pink,11/9/2023,3.5,No,Free Shipping,No,No,39,PayPal,Quarterly
3332,3333,27,Female,T-shirt,Clothing,23,Washington,Silver,11/9/2023,3.1,No,2-Day Shipping,No,No,1,PayPal,Bi-Weekly
3333,3334,55,Female,Jeans,Clothing,35,Minnesota,Violet,11/9/2023,4.2,No,Express,No,No,3,PayPal,Monthly
3334,3335,66,Female,Shirt,Clothing,23,California,Beige,11/10/2023,3.4,No,Free Shipping,No,No,21,Credit Card,Annually
3335,3336,44,Female,Hat,Accessories,94,Texas,Cyan,11/10/2023,3.5,No,Express,No,No,48,Bank Transfer,Quarterly
3336,3337,39,Female,Blouse,Clothing,45,Montana,Brown,11/10/2023,4,No,Free Shipping,No,No,24,Debit Card,Annually
3337,3338,23,Female,Jacket,Outerwear,23,Arizona,Blue,11/10/2023,4.4,No,2-Day Shipping,No,No,45,Bank Transfer,Bi-Weekly
3338,3339,29,Female,Skirt,Clothing,94,Minnesota,White,11/10/2023,2.9,No,2-Day Shipping,No,No,46,Credit Card,Monthly
3339,3340,20,Female,Gloves,Accessories,99,Nebraska,Cyan,11/10/2023,3.6,No,Store Pickup,No,No,35,Cash,Fortnightly
3340,3341,42,Female,T-shirt,Clothing,36,Virginia,Maroon,11/10/2023,4.4,No,Free Shipping,No,No,47,Credit Card,Fortnightly
3341,3342,55,Female,Jacket,Outerwear,50,Connecticut,Olive,11/10/2023,4.5,No,Standard,No,No,35,Credit Card,Monthly
3342,3343,66,Female,Jacket,Outerwear,81,New Jersey,Violet,11/11/2023,3.8,No,Free Shipping,No,No,45,Credit Card,Weekly
3343,3344,24,Female,Shorts,Clothing,31,Kentucky,Green,11/11/2023,3.6,No,2-Day Shipping,No,No,6,Cash,Bi-Weekly
3344,3345,62,Female,Hat,Accessories,48,Washington,Magenta,11/11/2023,4.3,No,Free Shipping,No,No,20,Cash,Annually
3345,3346,28,Female,Handbag,Accessories,91,Florida,Turquoise,11/11/2023,4,No,2-Day Shipping,No,No,3,Venmo,Bi-Weekly
3346,3347,30,Female,Jeans,Clothing,99,Oklahoma,Black,11/11/2023,3.4,No,Express,No,No,30,Venmo,Quarterly
3347,3348,22,Female,Shoes,Footwear,70,Iowa,Cyan,11/11/2023,4.4,No,Standard,No,No,28,PayPal,Bi-Weekly
3348,3349,28,Female,T-shirt,Clothing,74,New Hampshire,Gray,11/11/2023,2.8,No,Standard,No,No,15,Cash,Every 3 Months
3349,3350,35,Female,Jewelry,Accessories,79,Georgia,Red,11/11/2023,2.8,No,Store Pickup,No,No,29,PayPal,Quarterly
3350,3351,45,Female,Handbag,Accessories,33,Mississippi,Olive,11/11/2023,4.9,No,2-Day Shipping,No,No,15,Cash,Bi-Weekly
3351,3352,43,Female,Shirt,Clothing,49,New Hampshire,Cyan,11/12/2023,4.2,No,2-Day Shipping,No,No,18,Bank Transfer,Fortnightly
3352,3353,55,Female,Belt,Accessories,96,Washington,Teal,11/12/2023,2.9,No,Next Day Air,No,No,7,Bank Transfer,Bi-Weekly
3353,3354,31,Female,Dress,Clothing,66,Ohio,Teal,11/12/2023,4.6,No,Free Shipping,No,No,19,Credit Card,Every 3 Months
3354,3355,42,Female,Skirt,Clothing,45,Maryland,Orange,11/12/2023,2.8,No,Next Day Air,No,No,15,PayPal,Weekly
3355,3356,40,Female,Blouse,Clothing,28,Delaware,Peach,11/12/2023,2.6,No,Store Pickup,No,No,3,Bank Transfer,Bi-Weekly
3356,3357,39,Female,Jeans,Clothing,48,Tennessee,Silver,11/12/2023,3.5,No,Store Pickup,No,No,13,PayPal,Bi-Weekly
3357,3358,41,Female,Hoodie,Clothing,67,Arkansas,Pink,11/12/2023,3.5,No,Free Shipping,No,No,37,Credit Card,Monthly
3358,3359,56,Female,T-shirt,Clothing,59,Tennessee,Magenta,11/12/2023,3.4,No,2-Day Shipping,No,No,26,Cash,Annually
3359,3360,43,Female,Sunglasses,Accessories,74,New Hampshire,Red,11/12/2023,3.9,No,Next Day Air,No,No,29,Debit Card,Monthly
3360,3361,22,Female,Jacket,Outerwear,81,Minnesota,Maroon,11/12/2023,3.3,No,2-Day Shipping,No,No,47,Cash,Every 3 Months
3361,3362,47,Female,Shoes,Footwear,26,Florida,Silver,11/12/2023,4.1,No,Free Shipping,No,No,47,Credit Card,Bi-Weekly
3362,3363,50,Female,Handbag,Accessories,61,Tennessee,Gray,11/12/2023,3,No,Next Day Air,No,No,48,Venmo,Fortnightly
3363,3364,58,Female,Sweater,Clothing,23,California,Turquoise,11/13/2023,3,No,Next Day Air,No,No,46,Bank Transfer,Bi-Weekly
3364,3365,50,Female,Scarf,Accessories,33,Oregon,Peach,11/13/2023,3.2,No,Standard,No,No,7,Credit Card,Monthly
3365,3366,43,Female,Skirt,Clothing,58,Tennessee,Teal,11/13/2023,3.9,No,Express,No,No,45,Credit Card,Every 3 Months
3366,3367,38,Female,Gloves,Accessories,65,North Carolina,Red,11/13/2023,3.6,No,2-Day Shipping,No,No,47,Debit Card,Quarterly
3367,3368,44,Female,T-shirt,Clothing,48,Tennessee,Blue,11/13/2023,3.1,No,Store Pickup,No,No,6,Venmo,Fortnightly
3368,3369,30,Female,Sandals,Footwear,25,Nebraska,Blue,11/13/2023,4.8,No,Express,No,No,29,Bank Transfer,Every 3 Months
3369,3370,47,Female,Sweater,Clothing,51,Maine,Indigo,11/13/2023,3.8,No,2-Day Shipping,No,No,42,Cash,Monthly
3370,3371,30,Female,Belt,Accessories,31,Illinois,Charcoal,11/13/2023,2.8,No,Store Pickup,No,No,46,Cash,Fortnightly
3371,3372,49,Female,Hoodie,Clothing,99,Colorado,Turquoise,11/13/2023,4,No,Next Day Air,No,No,28,PayPal,Annually
3372,3373,56,Female,Socks,Clothing,25,Pennsylvania,Maroon,11/14/2023,4.6,No,Free Shipping,No,No,14,Credit Card,Every 3 Months
3373,3374,70,Female,Sandals,Footwear,52,Minnesota,Purple,11/14/2023,3.5,No,Store Pickup,No,No,12,Debit Card,Every 3 Months
3374,3375,22,Female,Blouse,Clothing,47,Nevada,Lavender,11/14/2023,3.7,No,2-Day Shipping,No,No,41,Debit Card,Annually
3375,3376,51,Female,Boots,Footwear,98,Connecticut,Yellow,11/14/2023,4.9,No,Express,No,No,8,Credit Card,Annually
3376,3377,22,Female,Hat,Accessories,46,Ohio,Green,11/14/2023,4.1,No,Store Pickup,No,No,24,Cash,Quarterly
3377,3378,37,Female,Shirt,Clothing,32,Kentucky,Yellow,11/14/2023,4.6,No,Next Day Air,No,No,18,PayPal,Fortnightly
3378,3379,49,Female,Shorts,Clothing,75,Minnesota,Gold,11/14/2023,4.5,No,Next Day Air,No,No,6,Cash,Quarterly
3379,3380,61,Female,Handbag,Accessories,51,Tennessee,Turquoise,11/14/2023,5,No,Store Pickup,No,No,40,Cash,Weekly
3380,3381,41,Female,Dress,Clothing,52,North Dakota,Blue,11/14/2023,3.8,No,Standard,No,No,6,PayPal,Every 3 Months
3381,3382,57,Female,Hat,Accessories,66,Minnesota,Turquoise,11/14/2023,4.7,No,Standard,No,No,27,Credit Card,Quarterly
3382,3383,34,Female,Sweater,Clothing,35,Nebraska,Maroon,11/15/2023,2.8,No,Express,No,No,2,Bank Transfer,Weekly
3383,3384,27,Female,Coat,Outerwear,43,Delaware,Pink,11/15/2023,2.6,No,Next Day Air,No,No,39,Venmo,Bi-Weekly
3384,3385,39,Female,Hoodie,Clothing,24,Minnesota,Maroon,11/15/2023,3.8,No,Free Shipping,No,No,9,Venmo,Quarterly
3385,3386,62,Female,Jewelry,Accessories,83,Rhode Island,Olive,11/15/2023,2.8,No,Standard,No,No,16,Credit Card,Every 3 Months
3386,3387,34,Female,T-shirt,Clothing,62,Michigan,Lavender,11/15/2023,2.6,No,2-Day Shipping,No,No,36,Cash,Quarterly
3387,3388,53,Female,Pants,Clothing,78,New Jersey,Pink,11/15/2023,3.4,No,2-Day Shipping,No,No,2,Credit Card,Bi-Weekly
3388,3389,35,Female,Sweater,Clothing,61,South Dakota,Cyan,11/15/2023,4.5,No,Store Pickup,No,No,21,Credit Card,Weekly
3389,3390,38,Female,Pants,Clothing,57,North Carolina,Maroon,11/16/2023,3.8,No,Free Shipping,No,No,39,Venmo,Annually
3390,3391,32,Female,Socks,Clothing,70,Oregon,Red,11/16/2023,3,No,Next Day Air,No,No,38,PayPal,Annually
3391,3392,47,Female,Hoodie,Clothing,57,Montana,Silver,11/16/2023,3.7,No,2-Day Shipping,No,No,6,Debit Card,Every 3 Months
3392,3393,53,Female,Scarf,Accessories,74,New Jersey,Blue,11/16/2023,4.4,No,Free Shipping,No,No,6,Venmo,Bi-Weekly
3393,3394,60,Female,Dress,Clothing,90,Arizona,Gold,11/16/2023,3.1,No,Next Day Air,No,No,50,Debit Card,Monthly
3394,3395,31,Female,Sandals,Footwear,98,Vermont,Yellow,11/16/2023,4.2,No,Store Pickup,No,No,9,PayPal,Annually
3395,3396,44,Female,Dress,Clothing,43,Colorado,Silver,11/17/2023,3.1,No,Free Shipping,No,No,15,Debit Card,Every 3 Months
3396,3397,29,Female,Pants,Clothing,37,Tennessee,Black,11/17/2023,5,No,Next Day Air,No,No,5,PayPal,Quarterly
3397,3398,19,Female,Blouse,Clothing,38,New Jersey,Yellow,11/17/2023,2.7,No,Standard,No,No,13,Bank Transfer,Bi-Weekly
3398,3399,54,Female,Jeans,Clothing,60,Montana,Pink,11/17/2023,3.8,No,Standard,No,No,44,Cash,Fortnightly
3399,3400,40,Female,Pants,Clothing,55,Montana,Yellow,11/17/2023,3.3,No,Standard,No,No,36,Debit Card,Annually
3400,3401,39,Female,Sunglasses,Accessories,51,Nevada,Lavender,11/17/2023,4.8,No,Free Shipping,No,No,18,Venmo,Fortnightly
3401,3402,44,Female,Backpack,Accessories,71,Nevada,Peach,11/17/2023,3.4,No,Standard,No,No,39,Credit Card,Weekly
3402,3403,22,Female,Hoodie,Clothing,61,Louisiana,Black,11/17/2023,4.4,No,2-Day Shipping,No,No,11,PayPal,Every 3 Months
3403,3404,30,Female,Boots,Footwear,65,Illinois,Olive,11/17/2023,3.9,No,Standard,No,No,1,Cash,Bi-Weekly
3404,3405,69,Female,Gloves,Accessories,34,South Carolina,Olive,11/17/2023,3.9,No,2-Day Shipping,No,No,34,Credit Card,Annually
3405,3406,28,Female,Blouse,Clothing,87,Washington,White,11/17/2023,4.2,No,Store Pickup,No,No,47,Bank Transfer,Bi-Weekly
3406,3407,57,Female,Sweater,Clothing,79,Nebraska,Red,11/18/2023,4,No,Store Pickup,No,No,24,Venmo,Quarterly
3407,3408,46,Female,Dress,Clothing,46,Alabama,Purple,11/18/2023,2.6,No,Store Pickup,No,No,20,Cash,Quarterly
3408,3409,48,Female,Socks,Clothing,72,Montana,Purple,11/18/2023,4.4,No,Standard,No,No,11,Bank Transfer,Annually
3409,3410,24,Female,Shirt,Clothing,93,Minnesota,Teal,11/18/2023,3.2,No,Next Day Air,No,No,3,Credit Card,Every 3 Months
3410,3411,50,Female,Sandals,Footwear,76,Ohio,Teal,11/18/2023,4.3,No,Free Shipping,No,No,38,Bank Transfer,Bi-Weekly
3411,3412,29,Female,Shoes,Footwear,56,New York,Gray,11/18/2023,4.9,No,2-Day Shipping,No,No,45,Cash,Weekly
3412,3413,61,Female,Sandals,Footwear,83,Indiana,Magenta,11/18/2023,3.8,No,Store Pickup,No,No,31,Venmo,Quarterly
3413,3414,34,Female,Gloves,Accessories,90,Delaware,Black,11/18/2023,2.5,No,Express,No,No,16,PayPal,Bi-Weekly
3414,3415,27,Female,Boots,Footwear,94,Connecticut,Maroon,11/18/2023,4.9,No,Next Day Air,No,No,3,Bank Transfer,Quarterly
3415,3416,38,Female,Blouse,Clothing,68,New York,Gold,11/19/2023,3,No,2-Day Shipping,No,No,15,Bank Transfer,Annually
3416,3417,25,Female,Sandals,Footwear,53,Alabama,Purple,11/19/2023,3.2,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
3417,3418,54,Female,Coat,Outerwear,35,Massachusetts,Blue,11/19/2023,2.9,No,2-Day Shipping,No,No,22,Debit Card,Fortnightly
3418,3419,53,Female,Jacket,Outerwear,30,South Carolina,Beige,11/19/2023,2.8,No,Free Shipping,No,No,35,Debit Card,Annually
3419,3420,23,Female,Jewelry,Accessories,26,West Virginia,Indigo,11/19/2023,3.1,No,Store Pickup,No,No,5,Venmo,Bi-Weekly
3420,3421,19,Female,Hat,Accessories,60,Kentucky,Purple,11/19/2023,3.4,No,Express,No,No,35,PayPal,Bi-Weekly
3421,3422,57,Female,Shoes,Footwear,30,New Jersey,Maroon,11/19/2023,2.9,No,Free Shipping,No,No,27,PayPal,Weekly
3422,3423,19,Female,Coat,Outerwear,91,New York,Beige,11/20/2023,3.2,No,Next Day Air,No,No,9,Venmo,Monthly
3423,3424,33,Female,Boots,Footwear,71,Massachusetts,Brown,11/20/2023,3.8,No,Next Day Air,No,No,21,PayPal,Bi-Weekly
3424,3425,33,Female,Scarf,Accessories,64,Florida,Green,11/20/2023,3.6,No,2-Day Shipping,No,No,23,Credit Card,Monthly
3425,3426,38,Female,Hat,Accessories,54,Michigan,Blue,11/20/2023,4.3,No,Next Day Air,No,No,3,Debit Card,Bi-Weekly
3426,3427,47,Female,Socks,Clothing,35,Oregon,Magenta,11/20/2023,4.8,No,2-Day Shipping,No,No,31,Credit Card,Annually
3427,3428,39,Female,T-shirt,Clothing,38,Michigan,Turquoise,11/20/2023,2.5,No,Store Pickup,No,No,44,Cash,Annually
3428,3429,32,Female,Jewelry,Accessories,69,Washington,Gray,11/20/2023,2.5,No,Next Day Air,No,No,20,Venmo,Monthly
3429,3430,27,Female,Skirt,Clothing,96,Alaska,Purple,11/21/2023,4.6,No,Express,No,No,34,Debit Card,Weekly
3430,3431,67,Female,Socks,Clothing,73,Montana,Lavender,11/21/2023,4.2,No,Next Day Air,No,No,17,Bank Transfer,Every 3 Months
3431,3432,46,Female,Belt,Accessories,49,New Mexico,Green,11/21/2023,4.2,No,Express,No,No,20,Venmo,Annually
3432,3433,36,Female,Boots,Footwear,44,Connecticut,Gray,11/21/2023,4.8,No,2-Day Shipping,No,No,46,PayPal,Every 3 Months
3433,3434,62,Female,Socks,Clothing,93,Alaska,Yellow,11/21/2023,4.5,No,Free Shipping,No,No,28,PayPal,Annually
3434,3435,31,Female,Pants,Clothing,72,Ohio,Orange,11/21/2023,3.3,No,2-Day Shipping,No,No,6,Venmo,Fortnightly
3435,3436,68,Female,Socks,Clothing,91,Montana,Beige,11/21/2023,2.7,No,2-Day Shipping,No,No,50,Debit Card,Bi-Weekly
3436,3437,57,Female,Belt,Accessories,83,Nebraska,Peach,11/21/2023,2.8,No,2-Day Shipping,No,No,41,Bank Transfer,Monthly
3437,3438,22,Female,Jacket,Outerwear,62,Oklahoma,Green,11/21/2023,3.5,No,2-Day Shipping,No,No,50,PayPal,Annually
3438,3439,26,Female,Shirt,Clothing,71,Kentucky,Violet,11/21/2023,3,No,Store Pickup,No,No,33,Credit Card,Monthly
3439,3440,43,Female,Gloves,Accessories,93,Idaho,Gray,11/21/2023,4.5,No,Express,No,No,25,Venmo,Quarterly
3440,3441,45,Female,Handbag,Accessories,63,Maryland,Magenta,11/21/2023,4.3,No,2-Day Shipping,No,No,2,PayPal,Weekly
3441,3442,64,Female,Sweater,Clothing,96,Tennessee,Charcoal,11/22/2023,4.1,No,Standard,No,No,15,Credit Card,Annually
3442,3443,28,Female,Skirt,Clothing,78,Michigan,Violet,11/22/2023,4.3,No,Next Day Air,No,No,12,PayPal,Weekly
3443,3444,47,Female,Dress,Clothing,24,Tennessee,Silver,11/22/2023,5,No,Free Shipping,No,No,28,Cash,Bi-Weekly
